,PM10,NO2,NO,NOX
5791,23.124750051998127,41.41269423959385,67.31898813047613,147.387641370603
5792,29.983013743532496,55.8266027487065,60.45058838366178,148.9672594243352
5793,106.4832526136953,18.388975617266084,0.8249835165095913,20.114907812770138
5794,21.613164882757964,44.97128059889738,30.269079745100903,92.84698800965383
5795,21.79939824652361,50.77188065222718,28.868269786141916,96.1022943577422
5796,23.73364567272127,66.61257332070343,46.931526944111624,138.3338139404954
5797,12.905153641436657,54.94335228644993,32.01793854342534,104.55142511489456
5798,23.292402041212977,43.8941983050158,30.88363747045078,93.52449744848379
5799,16.56731713101968,46.008632061606576,40.372804979284446,108.37683026438097
5800,15.070688108298787,35.447417765437855,34.07456166740454,87.79081096044622
5801,16.3814888940298,35.85593556223874,32.28563791454738,86.17383103115927
5802,10.367137977676068,45.90543637301373,44.595670406664254,116.2959759511376
5803,8.657850379484362,56.653458120716124,33.320458641128084,109.40301779184352
5804,12.706490657965379,51.811034118541144,32.390526949646855,102.16078988624179
5805,5.2821660564222865,46.99258338250264,48.362186252399994,124.02045771803577
5806,15.155350397661886,51.7753285784784,31.364334592436446,100.55904937867324
5807,13.961717633630313,53.0679512003062,31.595312946547875,101.97340897394203
5808,13.797333443231773,51.81365993158823,32.03684663177391,101.61263322480863
5809,17.002888803850105,56.15402984337367,37.34688975918528,116.20722197162804
5810,13.104837181581644,31.00362693876685,36.735567495915795,85.87093360050225
5811,12.437924395799392,35.57372453625204,35.69469443502444,87.86385061267862
5812,16.0,36.26625926664977,33.177201003471346,88.49489340528893
5813,24.0,42.08060019561512,66.46765925056309,146.68082451115959
5814,20.766750636964424,56.29880771760106,42.12607892249697,124.37831065177001
5815,30.792837759691103,50.98204448597063,89.02937831752192,188.9984589527763
5816,12.151873670631764,29.698066928765513,38.593846342268066,89.72567100229452
5817,12.758802271427689,55.20312596821585,32.07647909142892,104.90852245771644
5818,94.70400451612929,34.10761965913939,4.6077317150536725,42.8359100306446
5819,108.61538076009664,40.81692510094926,6.990926654630316,51.993238279331734
5820,15.532855558386274,63.30488953587043,50.97285246565816,139.56336624434175
5821,36.883045787261324,51.901570409482254,24.63209628862873,90.38963942053954
5822,19.24809479676275,58.234659518455686,45.15008948572468,130.07490142043935
5823,98.69008999597813,36.200552532475335,4.596833839114561,44.65316616088544
5824,22.333215660537512,45.056727856520496,29.363203304893954,93.12319800961814
5825,18.19170445791529,48.607440714071195,30.087491261681286,96.40622685467528
5826,103.61119171120902,33.128469420599544,8.066830047525668,45.956553351850104
5827,6.31182096013071,48.31568993376796,51.87330947404572,129.27684600146728
5828,15.472956560165052,37.43362353705253,34.96126857307348,93.61455862168228
5829,21.496791709269566,45.11907452922765,29.81755183196591,92.6084230040026
5830,4.476070446439497,52.653576939121955,52.032594386914234,132.8615113373509
5831,6.88439975413973,39.44343048064461,37.56089792747122,99.0353347559959
5832,17.001263860695712,41.31033844047322,26.0428380827361,81.79712400144302
5833,17.319525982042325,37.07538377665502,30.20944915974632,85.10134196053161
5834,11.782787721684747,52.39277043492544,32.386159769986904,102.60936051187024
5835,12.947552810923089,52.5323760816861,32.29472024701692,102.62866974437534
5836,22.693912683811998,44.63959991727676,30.611165818033967,93.813478170953
5837,47.92298192875352,75.72517734868075,41.560969689546596,138.7983804662614
5838,19.778680300542483,32.907052415119956,40.09340102254068,96.0888324812161
5839,14.991762112831276,37.71974925022094,33.97568414214642,91.74703074745526
5840,91.42861134453587,37.53192808692403,5.44177668329876,47.51021942161476
5841,13.68972497532456,51.88064620286046,32.071012320334454,101.718896586867
5842,15.000218222708883,53.4951080202409,31.59625354611902,102.48138120640371
5843,10.242714266080633,50.810548085486715,59.69658409382507,142.80278105048674
5844,15.507227828251244,37.486058577224405,34.851943227878536,93.54858643061635
5845,24.867272682266325,36.950527530613954,36.15369073401601,93.96692720386748
5846,25.887832574151588,48.76772392463575,28.36536947435011,93.05127106734275
5847,7.375552244062443,54.720773998762475,32.739679269906254,105.40349532492499
5848,6.709157123498196,48.36591745270558,33.43855185527149,101.0413995874965
5849,28.74448851655755,52.149323555783916,25.7545543150767,92.70498770065059
5850,21.552953788631907,46.195818992084476,27.734481746947278,91.6584280313432
5851,15.254860452581958,52.07559286503782,28.19723678205132,95.59451541553723
5852,21.61366190025297,55.48012682975546,41.80142960490303,123.02889870559693
5853,19.750947585650874,53.74835315230945,31.399630766819822,102.98356162115265
5854,103.08934525135697,36.74356077122455,9.706732547610708,52.08564002281233
5855,12.424372253978559,54.75066164313091,32.34180649714193,104.90973697265349
5856,8.843469350837765,45.70514154262225,33.64486870391431,99.26992043880466
5857,21.084625355882277,45.81822919318009,27.86619911865811,91.60047238779043
5858,30.068951292772706,59.65302538488763,66.40777560928146,160.86274567642317
5859,13.850695764326865,32.40070450945295,35.07659645669042,82.5545806407732
5860,8.76153618040243,52.995237760164,32.29433597539967,102.9467417232635
5861,18.8792092743876,47.81300449495404,31.30188139115814,96.64220067803913
5862,18.588116951754664,55.19719375840658,31.929876907553588,105.0636690803364
5863,42.688319335328444,51.466195476489766,23.957010361537236,88.57415868629707
5864,4.66884389703066,52.389798600896384,52.199664710759905,132.85604942291747
5865,20.06072646810611,50.42704408284105,29.647774300132426,96.9527946360181
5866,29.47225506044207,44.72813088627949,30.208040121592227,91.50234697427652
5867,106.56777639910928,18.70537632066574,0.871330725511589,20.502308495917532
5868,12.196557551393695,35.588206546916375,35.868478562996536,87.94881174190942
5869,23.531127123386575,51.6381030278909,64.53220834046384,151.11045547883393
5870,16.724510700407997,50.112018657567525,31.071424669257173,98.7649760992002
5871,1.8080115947088315,55.232408752259694,48.69275530414293,130.8632099117306
5872,16.128683367603806,53.46603686234797,69.39764126487884,160.38054078021412
5873,13.158481053072524,31.190070945383926,37.221787283575566,89.25971641800987
5874,12.406145020094717,52.75352688408293,21.194730390597723,83.89914224693716
5875,22.547926938954408,44.606023195959516,30.85496201194614,93.7769817347386
5876,48.806929612835134,70.42198583012824,41.04792111614946,133.81079820822407
5877,21.29212313853752,56.60960095357607,31.698497001001236,106.26438903704567
5878,41.75975311617747,51.716952203458995,24.008574423003026,89.0346114555764
5879,108.96214567287925,27.66829863547798,2.184243210628787,31.476501000696544
5880,102.21899076281912,36.953384696068085,4.3988232960862605,44.85117670391374
5881,11.497200825484665,52.412190343867046,32.40872113478671,102.65848145801664
5882,10.588590922117405,49.978060125175666,32.870649767798916,101.5758160238888
5883,22.369842497445816,33.28426253698716,37.91724533814055,94.5746511742082
5884,23.88789870135562,66.15326942934155,41.90040807796249,131.1817778448201
5885,20.475647052090476,30.0772412600377,39.90102361264222,93.58496201422892
5886,17.83853492377319,64.35161095180356,50.0691234357892,139.30281995571363
5887,18.07462166176881,20.48987405050516,43.579569146866085,86.49863574931359
5888,6.476877005098092,48.52778695155105,52.43615058738449,130.11945711102575
5889,15.847422024953314,35.3462679822458,33.628167088527434,87.3606836372297
5890,17.91634842328574,56.792570285354714,31.98360465563986,106.718585561037
5891,29.746072452383864,43.00340404247545,28.40051512468154,83.763956928136
5892,22.50790912319658,63.71640302922678,59.79905762634131,153.26538492489857
5893,102.37293329417727,44.09421002055693,12.783917903003488,64.15352594294265
5894,18.816384841022696,39.50420816143981,26.456949271384083,82.87152653291814
5895,20.69604419274991,53.574677645096,49.60362745738489,130.0830171477859
5896,13.517143348476946,51.366213389029575,33.43288680013405,103.19252218154092
5897,23.04476234594968,45.26325026716671,104.76122443551422,208.31217865066796
5898,107.95585901533586,41.16317401694867,7.602962833768327,53.27798663812575
5899,15.839802618773003,34.45634430328262,39.79798519640797,96.33501233632668
5900,13.201577051154018,54.417200734201614,31.899369179538393,103.82815199518419
5901,12.451844248587308,35.57288934508476,35.68467214101714,87.85895082449727
5902,2.5035191505173238,55.35268462904213,50.32304993044835,132.91740029073534
5903,11.825472146217678,49.477738656560824,45.07554754131587,121.91262050125871
5904,21.69836803082118,44.85841681398496,29.028339890238524,91.83442881078741
5905,33.90355929306766,56.610711858613534,68.28811535041436,161.7696227097264
5906,26.653890029057713,49.61257586061794,27.69452201741089,92.93526808131412
5907,8.905416226746304,45.467572421711914,33.69323944031487,99.16256498590481
5908,12.176370427759839,35.471780731558425,37.87892178444544,91.53835768543317
5909,15.636153988839,38.05225545824093,33.531053747701094,92.29218627455779
5910,24.966260047262463,38.92150124959226,43.86697934480946,107.85855808173073
5911,20.02505537508716,54.13977907562447,31.437457641762027,103.43529125814364
5912,22.40449940784979,40.155842201226235,28.6506768281716,81.81460710056069
5913,20.3565963097546,44.78360765725141,28.58358917808454,91.71996754542957
5914,99.81149473116807,36.43978554264919,4.533910573417792,44.71608942658221
5915,106.46542255811863,18.322231775890767,0.8152067027017202,20.033186724710426
5916,20.96991954076563,56.45011017267899,31.69326119253744,106.07066412388534
5917,13.705435436327582,56.61992285288943,32.26573582576606,106.74806195194572
5918,16.141284642389014,35.54367003510571,32.81728999151232,86.44846455886857
5919,23.630680566098103,42.95040122058629,31.79022391714292,93.10164929237737
5920,16.502543430105817,59.40573164393365,44.0997912469373,130.4998870333445
5921,25.978894497606923,49.76423368869558,26.489685922548055,92.20613819407886
5922,12.24575238947076,55.982803485101485,32.81006668157383,106.84699634587265
5923,12.859989171715261,51.07174948249494,52.24483894388656,131.63179037547275
5924,13.413357078723129,35.2738628674043,39.08704541355292,94.86997506536096
5925,24.67027098284631,40.566052614650445,30.93675479717264,85.50831674251523
5926,10.725483206275031,61.35489912554531,50.32686180584321,137.37901643185123
5927,39.94489805188613,64.7804542492007,43.70653058443416,132.24580114533308
5928,13.486150229389875,35.4878816542239,39.50841431767001,96.63669874998834
5929,32.67724096929403,53.48522699578341,69.96265821588823,161.72438431297988
5930,24.024526545976784,41.8704563771269,32.712551998563846,92.37903755080703
5931,23.645795676303425,54.45643988138868,45.93264478291074,126.3803007729725
5932,18.470467100598746,64.69195156703675,49.2394867636425,138.6040835201951
5933,15.162372415751532,35.28461351741764,35.86485406257125,90.73112771450246
5934,19.020494672936803,47.662111689303494,31.32307420094052,96.5062841246348
5935,24.191747037686667,42.00332584741406,35.22078394711334,96.97876132074269
5936,28.99621182132187,60.26716873229323,65.52187159577498,159.8865527574029
5937,17.921151523721498,33.637680400669545,39.954086364279114,96.20492802976742
5938,28.117766668401334,32.09068033466903,42.838716935199834,100.63439633737511
5939,19.480340353617603,58.65683053525494,65.01985541006917,157.5222724036074
5940,33.610863212127434,57.625280811057046,69.33280453601525,164.08588552303596
5941,22.839660367659064,44.67312188456158,30.367767186009363,93.84991509191477
5942,9.02298300686802,45.54907111167564,33.652128320147696,99.15873115059743
5943,25.967218421789138,51.59849832032152,26.999697074231204,94.06353565534148
5944,9.475372715644394,51.59393423710224,45.97161020825683,125.48899226516886
5945,22.757225070348778,43.51075190995356,32.15239866052613,93.26138746482562
5946,45.02436923675472,68.09335559353565,38.113173742731824,128.57900174569838
5947,22.813470179645194,40.1155293680064,28.868015581182874,81.84381929854608
5948,23.239791207977888,54.257497691909165,43.00129252160035,122.88460230068961
5949,18.566108312731053,41.56370629789741,26.608150378038353,83.40401095848544
5950,21.80457188484312,44.728193706249236,31.01173891319131,93.2393723639284
5951,2.1717028014244057,57.88527194882777,49.177447563941406,133.4923924603972
5952,27.38494739494142,38.240078617785116,39.14370110248987,99.75322516851261
5953,11.65106213802268,56.36367901835152,25.23786777266124,94.11910930402694
5954,10.126552210390855,52.55791707395978,50.89022189593374,132.0365009172958
5955,16.0,36.56703383658804,33.19286634565563,89.1204627365147
5956,36.00469390427139,68.60121327748368,40.33920203627386,132.96675000363695
5957,43.10575580073289,51.63584709729273,23.810621516550636,88.598137608383
5958,17.598226692924126,54.781122212997445,31.638471183760018,104.04343379912062
5959,22.56497832645829,56.530378701961666,49.03940829787025,131.64403343917863
5960,18.741244618724878,58.619141582081554,44.793846217732344,130.14368823031592
5961,6.314958423242963,39.78462074474026,37.39291273485667,99.24223177288839
5962,2.7941017299264455,50.803360371818854,33.70593074102361,103.43847672605654
5963,13.183550423031518,51.17509875276831,52.1357797691782,131.56783944580081
5964,24.412215731699487,41.08732422196704,31.64640673782641,88.25402461471745
5965,10.877260259619906,56.105894058249646,32.467324202029566,106.43066300948851
5966,21.685255170619683,45.82972434635557,30.30159420717165,94.88920607032904
5967,9.832092058571032,52.525417740017176,32.540264727372886,102.94488016592578
5968,8.566985443973524,50.882942366827564,52.551160502168194,132.41235650800238
5969,6.401877941191609,44.344556676477374,34.57305432352409,99.75983769117286
